"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CM000064870","NGAOUNDERE, CM","2019-09-27","0.00",,"71",,"64"
"CM000064870","NGAOUNDERE, CM","2019-09-28",,,"72",,
"CM000064870","NGAOUNDERE, CM","2019-09-29","1.02",,"71",,"64"
"CM000064870","NGAOUNDERE, CM","2019-09-30","0.16",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2019-10-01","0.08",,"72",,"64"
"CM000064870","NGAOUNDERE, CM","2019-10-02","0.28",,"68",,
"CM000064870","NGAOUNDERE, CM","2019-10-03","0.16",,"69",,"61"
"CM000064870","NGAOUNDERE, CM","2019-10-04","0.20",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2019-10-05","1.93",,"72",,"63"
"CM000064870","NGAOUNDERE, CM","2019-10-06","0.00",,"70",,
"CM000064870","NGAOUNDERE, CM","2019-10-07","0.55",,"70",,"63"
"CM000064870","NGAOUNDERE, CM","2019-10-08","0.00",,"75",,
"CM000064870","NGAOUNDERE, CM","2019-10-09","1.26",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2019-10-10","0.31",,"71","81","64"
"CM000064870","NGAOUNDERE, CM","2019-10-11","0.12",,"71","80",
"CM000064870","NGAOUNDERE, CM","2019-10-12","0.02",,"73","83","63"
"CM000064870","NGAOUNDERE, CM","2019-10-13","0.02",,"73",,"62"
"CM000064870","NGAOUNDERE, CM","2019-10-14","0.24",,"74","86","63"
"CM000064870","NGAOUNDERE, CM","2019-10-15","0.00",,"72","81","66"
"CM000064870","NGAOUNDERE, CM","2019-10-16",,,"72","80",
"CM000064870","NGAOUNDERE, CM","2019-10-17",,,"69","77",
"CM000064870","NGAOUNDERE, CM","2019-10-18",,,"71",,"64"
"CM000064870","NGAOUNDERE, CM","2019-10-19",,,"70","79","63"
"CM000064870","NGAOUNDERE, CM","2019-10-20","0.16",,"72","78","66"
"CM000064870","NGAOUNDERE, CM","2019-10-21","0.20",,"73","83","64"
"CM000064870","NGAOUNDERE, CM","2019-10-22","0.00",,"69","83",
"CM000064870","NGAOUNDERE, CM","2019-10-23","0.55",,"69","82","61"
"CM000064870","NGAOUNDERE, CM","2019-10-24","0.00",,"73","84",
"CM000064870","NGAOUNDERE, CM","2019-10-25","0.20",,"71","84","65"
"CM000064870","NGAOUNDERE, CM","2019-10-26","0.00",,"72","84","63"
"CM000064870","NGAOUNDERE, CM","2019-10-27","1.77",,"67","76",
"CM000064870","NGAOUNDERE, CM","2019-10-28","0.00",,"71","80",
"CM000064870","NGAOUNDERE, CM","2019-10-29",,,"73","84","59"
"CM000064870","NGAOUNDERE, CM","2019-10-30",,,"74","85","58"
"CM000064870","NGAOUNDERE, CM","2019-10-31",,,"77","87",
"CM000064870","NGAOUNDERE, CM","2019-11-01",,,"72","85","62"
"CM000064870","NGAOUNDERE, CM","2019-11-02",,,"69","78",
"CM000064870","NGAOUNDERE, CM","2019-11-03",,,"75","86","60"
"CM000064870","NGAOUNDERE, CM","2019-11-04",,,"76","86","60"
"CM000064870","NGAOUNDERE, CM","2019-11-05",,,"79","88","61"
"CM000064870","NGAOUNDERE, CM","2019-11-06",,,"75","88",
"CM000064870","NGAOUNDERE, CM","2019-11-07",,,"76",,"57"
"CM000064870","NGAOUNDERE, CM","2019-11-08",,,"75","87",
"CM000064870","NGAOUNDERE, CM","2019-11-09",,,"79","87","62"
"CM000064870","NGAOUNDERE, CM","2019-11-10",,,"75","86","60"
"CM000064870","NGAOUNDERE, CM","2019-11-11",,,"75",,"61"
"CM000064870","NGAOUNDERE, CM","2019-11-12",,,"74","89",
"CM000064870","NGAOUNDERE, CM","2019-11-13",,,"78","87","61"
"CM000064870","NGAOUNDERE, CM","2019-11-14",,,"76","89","60"
"CM000064870","NGAOUNDERE, CM","2019-11-15",,,"77","89",
"CM000064870","NGAOUNDERE, CM","2019-11-16",,,"77","87",
"CM000064870","NGAOUNDERE, CM","2019-11-17",,,"73","87","54"
"CM000064870","NGAOUNDERE, CM","2019-11-18",,,"77","90","53"
"CM000064870","NGAOUNDERE, CM","2019-11-19",,,"76","90","57"
"CM000064870","NGAOUNDERE, CM","2019-11-20",,,"76","90","58"
"CM000064870","NGAOUNDERE, CM","2019-11-21",,,"71","90","55"
"CM000064870","NGAOUNDERE, CM","2019-11-22",,,"75","89","56"
"CM000064870","NGAOUNDERE, CM","2019-11-23",,,"78","89","55"
"CM000064870","NGAOUNDERE, CM","2019-11-24",,,"72","89","54"
"CM000064870","NGAOUNDERE, CM","2019-11-25",,,"76","88","54"
"CM000064870","NGAOUNDERE, CM","2019-11-26",,,"76","89","53"
"CM000064870","NGAOUNDERE, CM","2019-11-27",,,"71","88","53"
"CM000064870","NGAOUNDERE, CM","2019-11-28",,,"77","89","49"
"CM000064870","NGAOUNDERE, CM","2019-11-29",,,"76","89","62"
"CM000064870","NGAOUNDERE, CM","2019-11-30",,,"77","90","57"
"CM000064870","NGAOUNDERE, CM","2019-12-01",,,"75","90","59"
"CM000064870","NGAOUNDERE, CM","2019-12-02",,,"74","89","53"
"CM000064870","NGAOUNDERE, CM","2019-12-03",,,"76","90","51"
"CM000064870","NGAOUNDERE, CM","2019-12-04",,,"80","88",
"CM000064870","NGAOUNDERE, CM","2019-12-05",,,"75","87","54"
"CM000064870","NGAOUNDERE, CM","2019-12-06",,,"71","89",
"CM000064870","NGAOUNDERE, CM","2019-12-07",,,"74","88","51"
"CM000064870","NGAOUNDERE, CM","2019-12-08",,,"78","87",
"CM000064870","NGAOUNDERE, CM","2019-12-09",,,"73","87","49"
"CM000064870","NGAOUNDERE, CM","2019-12-10",,,"72","89","47"
"CM000064870","NGAOUNDERE, CM","2019-12-11",,,"77","87",
"CM000064870","NGAOUNDERE, CM","2019-12-12",,,"72","87","51"
"CM000064870","NGAOUNDERE, CM","2019-12-13",,,"75","87","59"
"CM000064870","NGAOUNDERE, CM","2019-12-14",,,"70","87","54"
"CM000064870","NGAOUNDERE, CM","2019-12-15",,,"71","87",
"CM000064870","NGAOUNDERE, CM","2019-12-16",,,"73","89","53"
"CM000064870","NGAOUNDERE, CM","2019-12-17",,,"72","90","51"
"CM000064870","NGAOUNDERE, CM","2019-12-18",,,"76","88",
"CM000064870","NGAOUNDERE, CM","2019-12-19",,,"72","87","51"
"CM000064870","NGAOUNDERE, CM","2019-12-20",,,"74","89","48"
"CM000064870","NGAOUNDERE, CM","2019-12-21",,,"72","88","50"
"CM000064870","NGAOUNDERE, CM","2019-12-23",,,"77","87","51"
"CM000064870","NGAOUNDERE, CM","2019-12-24",,,"72","88","51"
"CM000064870","NGAOUNDERE, CM","2019-12-25",,,"71","88","50"
"CM000064870","NGAOUNDERE, CM","2019-12-26",,,"69",,"52"
"CM000064870","NGAOUNDERE, CM","2019-12-27",,,"70","89","48"
"CM000064870","NGAOUNDERE, CM","2019-12-28",,,"70","88","48"
"CM000064870","NGAOUNDERE, CM","2019-12-29",,,"72","88","52"
"CM000064870","NGAOUNDERE, CM","2019-12-30",,,"71","89","48"
"CM000064870","NGAOUNDERE, CM","2019-12-31",,,"71","88","51"
"CM000064870","NGAOUNDERE, CM","2020-01-01",,,"73","82","50"
"CM000064870","NGAOUNDERE, CM","2020-01-02",,,"65","83","51"
"CM000064870","NGAOUNDERE, CM","2020-01-03",,,"65","83","49"
"CM000064870","NGAOUNDERE, CM","2020-01-04",,,"66","88","49"
"CM000064870","NGAOUNDERE, CM","2020-01-05",,,"72","88",
"CM000064870","NGAOUNDERE, CM","2020-01-06",,,"72","88","53"
"CM000064870","NGAOUNDERE, CM","2020-01-07",,,"72","88","55"
"CM000064870","NGAOUNDERE, CM","2020-01-08",,,"77","90","53"
"CM000064870","NGAOUNDERE, CM","2020-01-09",,,"74","90","54"
"CM000064870","NGAOUNDERE, CM","2020-01-10",,,"75","90","54"
"CM000064870","NGAOUNDERE, CM","2020-01-11",,,"70",,"51"
"CM000064870","NGAOUNDERE, CM","2020-01-12",,,"76","89","57"
"CM000064870","NGAOUNDERE, CM","2020-01-13",,,"74","92","48"
"CM000064870","NGAOUNDERE, CM","2020-01-14",,,"74","92","50"
"CM000064870","NGAOUNDERE, CM","2020-01-15",,,"76","89",
"CM000064870","NGAOUNDERE, CM","2020-01-16",,,"71","85","53"
"CM000064870","NGAOUNDERE, CM","2020-01-17",,,"68","87","47"
"CM000064870","NGAOUNDERE, CM","2020-01-18",,,"70","87","51"
"CM000064870","NGAOUNDERE, CM","2020-01-19",,,"68","86","53"
"CM000064870","NGAOUNDERE, CM","2020-01-20",,,"72","87","51"
"CM000064870","NGAOUNDERE, CM","2020-01-21",,,"74","90","51"
"CM000064870","NGAOUNDERE, CM","2020-01-22",,,"74","89","50"
"CM000064870","NGAOUNDERE, CM","2020-01-23",,,"76",,
"CM000064870","NGAOUNDERE, CM","2020-01-24",,,"71","85","50"
"CM000064870","NGAOUNDERE, CM","2020-01-25",,,"68","85","46"
"CM000064870","NGAOUNDERE, CM","2020-01-26",,,"70",,"46"
"CM000064870","NGAOUNDERE, CM","2020-01-27",,,"75","91","46"
"CM000064870","NGAOUNDERE, CM","2020-01-28",,,"77",,"49"
"CM000064870","NGAOUNDERE, CM","2020-01-29",,,"73","89","44"
"CM000064870","NGAOUNDERE, CM","2020-01-30",,,"70","89","51"
"CM000064870","NGAOUNDERE, CM","2020-01-31",,,"70","87","50"
"CM000064870","NGAOUNDERE, CM","2020-02-01",,,"71","87",
"CM000064870","NGAOUNDERE, CM","2020-02-02",,,"74","89","51"
"CM000064870","NGAOUNDERE, CM","2020-02-03",,,"71","88","50"
"CM000064870","NGAOUNDERE, CM","2020-02-04",,,"73","89","51"
"CM000064870","NGAOUNDERE, CM","2020-02-05",,,"70","88","51"
"CM000064870","NGAOUNDERE, CM","2020-02-06",,,"74","88","53"
"CM000064870","NGAOUNDERE, CM","2020-02-07",,,"77","85","56"
"CM000064870","NGAOUNDERE, CM","2020-02-08",,,"76","90","60"
"CM000064870","NGAOUNDERE, CM","2020-02-09",,,"76","90",
"CM000064870","NGAOUNDERE, CM","2020-02-10",,,"74","89","57"
"CM000064870","NGAOUNDERE, CM","2020-02-11",,,"75","88","57"
"CM000064870","NGAOUNDERE, CM","2020-02-12",,,"71","87","54"
"CM000064870","NGAOUNDERE, CM","2020-02-13",,,"72",,"52"
"CM000064870","NGAOUNDERE, CM","2020-02-14",,,"72","91","52"
"CM000064870","NGAOUNDERE, CM","2020-02-15",,,"75",,"54"
"CM000064870","NGAOUNDERE, CM","2020-02-16",,,"77","93","52"
"CM000064870","NGAOUNDERE, CM","2020-02-17",,,"75","93","52"
"CM000064870","NGAOUNDERE, CM","2020-02-18",,,"75","90",
"CM000064870","NGAOUNDERE, CM","2020-02-19",,,"74",,
"CM000064870","NGAOUNDERE, CM","2020-02-20",,,"76","92","57"
"CM000064870","NGAOUNDERE, CM","2020-02-21",,,"76","92","59"
"CM000064870","NGAOUNDERE, CM","2020-02-22",,,"83","96","60"
"CM000064870","NGAOUNDERE, CM","2020-02-23",,,"78","92","62"
"CM000064870","NGAOUNDERE, CM","2020-02-24",,,"75","88","56"
"CM000064870","NGAOUNDERE, CM","2020-02-25",,,"76","87","57"
"CM000064870","NGAOUNDERE, CM","2020-02-26",,,"78","89","54"
"CM000064870","NGAOUNDERE, CM","2020-02-27",,,"77","94","57"
"CM000064870","NGAOUNDERE, CM","2020-02-28",,,"79","92","64"
"CM000064870","NGAOUNDERE, CM","2020-02-29",,,"74","94","56"
"CM000064870","NGAOUNDERE, CM","2020-03-01",,,"79","95","56"
"CM000064870","NGAOUNDERE, CM","2020-03-02",,,"79","92","60"
"CM000064870","NGAOUNDERE, CM","2020-03-03",,,"79","94","62"
"CM000064870","NGAOUNDERE, CM","2020-03-04",,,"80","99","63"
"CM000064870","NGAOUNDERE, CM","2020-03-05",,,"73",,"60"
"CM000064870","NGAOUNDERE, CM","2020-03-06",,,"85","95",
"CM000064870","NGAOUNDERE, CM","2020-03-07",,,"80","93",
"CM000064870","NGAOUNDERE, CM","2020-03-08",,,"78","92","61"
"CM000064870","NGAOUNDERE, CM","2020-03-09",,,"80","98","57"
"CM000064870","NGAOUNDERE, CM","2020-03-10",,,"78","95","57"
"CM000064870","NGAOUNDERE, CM","2020-03-11",,,"76","95","57"
"CM000064870","NGAOUNDERE, CM","2020-03-12",,,"83","92","59"
"CM000064870","NGAOUNDERE, CM","2020-03-13",,,"76","90",
"CM000064870","NGAOUNDERE, CM","2020-03-14",,,"74","91",
"CM000064870","NGAOUNDERE, CM","2020-03-15",,,"75","94","56"
"CM000064870","NGAOUNDERE, CM","2020-03-16",,,"79","94","56"
"CM000064870","NGAOUNDERE, CM","2020-03-17",,,"82","96",
"CM000064870","NGAOUNDERE, CM","2020-03-18",,,"79","95","58"
"CM000064870","NGAOUNDERE, CM","2020-03-19",,,"79","100","56"
"CM000064870","NGAOUNDERE, CM","2020-03-20",,,"78","96","59"
"CM000064870","NGAOUNDERE, CM","2020-03-21",,,"85","95","69"
"CM000064870","NGAOUNDERE, CM","2020-03-22",,,"78","92",
"CM000064870","NGAOUNDERE, CM","2020-03-23",,,"75","90","66"
"CM000064870","NGAOUNDERE, CM","2020-03-24",,,"77","89","66"
"CM000064870","NGAOUNDERE, CM","2020-03-25",,,"72","89","64"
"CM000064870","NGAOUNDERE, CM","2020-03-26",,,"72","84","66"
"CM000064870","NGAOUNDERE, CM","2020-03-27",,,"81","92",
"CM000064870","NGAOUNDERE, CM","2020-03-28",,,"81","94","66"
"CM000064870","NGAOUNDERE, CM","2020-03-29",,,"79","94","64"
"CM000064870","NGAOUNDERE, CM","2020-03-30",,,"82","91",
"CM000064870","NGAOUNDERE, CM","2020-03-31",,,"76","91","67"
"CM000064870","NGAOUNDERE, CM","2020-04-01",,,"81","92",
"CM000064870","NGAOUNDERE, CM","2020-04-02",,,"78","94","67"
"CM000064870","NGAOUNDERE, CM","2020-04-03",,,"76","90",
"CM000064870","NGAOUNDERE, CM","2020-04-04",,,"75","90","67"
"CM000064870","NGAOUNDERE, CM","2020-04-05",,,"75","92","66"
"CM000064870","NGAOUNDERE, CM","2020-04-06",,,"78","91",
"CM000064870","NGAOUNDERE, CM","2020-04-07",,,"80","92","67"
"CM000064870","NGAOUNDERE, CM","2020-04-08",,,"78","90",
"CM000064870","NGAOUNDERE, CM","2020-04-09","0.20",,"71","86","66"
"CM000064870","NGAOUNDERE, CM","2020-04-10","0.00",,"73",,"65"
"CM000064870","NGAOUNDERE, CM","2020-04-11","0.94",,"74","85",
"CM000064870","NGAOUNDERE, CM","2020-04-12","0.00",,"80","89",
"CM000064870","NGAOUNDERE, CM","2020-04-13",,,"78","88","64"
"CM000064870","NGAOUNDERE, CM","2020-04-14",,,"75","92",
"CM000064870","NGAOUNDERE, CM","2020-04-15",,,"77","92","67"
"CM000064870","NGAOUNDERE, CM","2020-04-16",,,"83","94",
"CM000064870","NGAOUNDERE, CM","2020-04-17",,,"79","93","65"
"CM000064870","NGAOUNDERE, CM","2020-04-18",,,"80",,
"CM000064870","NGAOUNDERE, CM","2020-04-19",,,"76",,
"CM000064870","NGAOUNDERE, CM","2020-04-20",,,"74",,
"CM000064870","NGAOUNDERE, CM","2020-04-21",,,"78",,
"CM000064870","NGAOUNDERE, CM","2020-04-23",,,"77",,
"CM000064870","NGAOUNDERE, CM","2020-04-24","0.39",,"73",,"66"
"CM000064870","NGAOUNDERE, CM","2020-04-25","0.00",,"77",,"65"
"CM000064870","NGAOUNDERE, CM","2020-04-26",,,"71",,
"CM000064870","NGAOUNDERE, CM","2020-04-27",,,"74",,"65"
"CM000064870","NGAOUNDERE, CM","2020-04-28",,,"77",,
"CM000064870","NGAOUNDERE, CM","2020-04-29",,,"78",,
"CM000064870","NGAOUNDERE, CM","2020-04-30",,,"73",,
"CM000064870","NGAOUNDERE, CM","2020-05-01",,,"76",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-02",,,"76",,
"CM000064870","NGAOUNDERE, CM","2020-05-03",,,"74",,
"CM000064870","NGAOUNDERE, CM","2020-05-04",,,"75",,
"CM000064870","NGAOUNDERE, CM","2020-05-05",,,"74",,"67"
"CM000064870","NGAOUNDERE, CM","2020-05-06",,,"77",,"67"
"CM000064870","NGAOUNDERE, CM","2020-05-07",,,"75",,
"CM000064870","NGAOUNDERE, CM","2020-05-08","0.20",,"77",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-09","0.00",,"74",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-11","0.08",,"74",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-12","0.00",,"75",,
"CM000064870","NGAOUNDERE, CM","2020-05-13",,,"74",,"67"
"CM000064870","NGAOUNDERE, CM","2020-05-14",,,"74",,"67"
"CM000064870","NGAOUNDERE, CM","2020-05-15",,,"72",,"65"
"CM000064870","NGAOUNDERE, CM","2020-05-16",,,"73",,"63"
"CM000064870","NGAOUNDERE, CM","2020-05-17",,,"73",,
"CM000064870","NGAOUNDERE, CM","2020-05-18",,,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-05-19",,,"71",,"67"
"CM000064870","NGAOUNDERE, CM","2020-05-20",,,"72",,"68"
"CM000064870","NGAOUNDERE, CM","2020-05-21",,,"71",,
"CM000064870","NGAOUNDERE, CM","2020-05-22",,,"77",,
"CM000064870","NGAOUNDERE, CM","2020-05-23",,,"74",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-24","0.08",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-05-25","1.65",,"70",,"65"
"CM000064870","NGAOUNDERE, CM","2020-05-26","0.16",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-05-27","0.71",,"79",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-28","0.00",,"75",,"66"
"CM000064870","NGAOUNDERE, CM","2020-05-29","0.28",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-05-30","0.00",,"73",,"63"
"CM000064870","NGAOUNDERE, CM","2020-05-31",,,"74",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-01",,,"75",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-02",,,"73",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-03",,,"71",,
"CM000064870","NGAOUNDERE, CM","2020-06-04",,,"71",,
"CM000064870","NGAOUNDERE, CM","2020-06-05",,,"74",,"65"
"CM000064870","NGAOUNDERE, CM","2020-06-06","0.47",,"74",,
"CM000064870","NGAOUNDERE, CM","2020-06-07","0.00",,"74",,"65"
"CM000064870","NGAOUNDERE, CM","2020-06-08","0.12",,"71",,"62"
"CM000064870","NGAOUNDERE, CM","2020-06-09","0.24",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-10","0.00",,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-11",,,"73",,
"CM000064870","NGAOUNDERE, CM","2020-06-12",,,"72",,"67"
"CM000064870","NGAOUNDERE, CM","2020-06-13",,,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-14",,,"72",,"63"
"CM000064870","NGAOUNDERE, CM","2020-06-15",,,"76",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-16",,,"76",,"67"
"CM000064870","NGAOUNDERE, CM","2020-06-17",,,"71",,
"CM000064870","NGAOUNDERE, CM","2020-06-18",,,"73",,"64"
"CM000064870","NGAOUNDERE, CM","2020-06-19","1.77",,"68",,
"CM000064870","NGAOUNDERE, CM","2020-06-20","0.16",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-06-21","0.35",,"68",,
"CM000064870","NGAOUNDERE, CM","2020-06-22","0.12",,"74",,"65"
"CM000064870","NGAOUNDERE, CM","2020-06-23","0.00",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-06-24",,,"68",,
"CM000064870","NGAOUNDERE, CM","2020-06-25",,,"71",,"63"
"CM000064870","NGAOUNDERE, CM","2020-06-26",,,"74",,
"CM000064870","NGAOUNDERE, CM","2020-06-27",,,"70",,
"CM000064870","NGAOUNDERE, CM","2020-06-28",,,"71",,"63"
"CM000064870","NGAOUNDERE, CM","2020-06-29",,,"67","72",
"CM000064870","NGAOUNDERE, CM","2020-06-30",,,"70",,"63"
"CM000064870","NGAOUNDERE, CM","2020-07-01","0.04",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-07-02","0.04",,"74",,"62"
"CM000064870","NGAOUNDERE, CM","2020-07-03","0.00",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-07-04","0.04",,"70",,"65"
"CM000064870","NGAOUNDERE, CM","2020-07-05","0.24",,"68",,
"CM000064870","NGAOUNDERE, CM","2020-07-06","0.00",,"72",,
"CM000064870","NGAOUNDERE, CM","2020-07-07","0.12",,"68",,"62"
"CM000064870","NGAOUNDERE, CM","2020-07-08","0.08",,"70",,"65"
"CM000064870","NGAOUNDERE, CM","2020-07-09","0.16",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-07-10","0.55",,"69",,
"CM000064870","NGAOUNDERE, CM","2020-07-11","0.51",,"71",,"66"
"CM000064870","NGAOUNDERE, CM","2020-07-12","0.24",,"71",,"66"
"CM000064870","NGAOUNDERE, CM","2020-07-13","0.03",,"70",,"66"
"CM000064870","NGAOUNDERE, CM","2020-07-14","0.55",,"68",,
"CM000064870","NGAOUNDERE, CM","2020-07-15","0.94",,"69",,
"CM000064870","NGAOUNDERE, CM","2020-07-16","0.00",,"70",,
"CM000064870","NGAOUNDERE, CM","2020-07-17","0.08",,"70",,"65"
"CM000064870","NGAOUNDERE, CM","2020-07-18","0.91",,"69",,
"CM000064870","NGAOUNDERE, CM","2020-07-19","0.28",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-07-20","0.35",,"70","76","63"
"CM000064870","NGAOUNDERE, CM","2020-07-21","0.00",,"72",,
"CM000064870","NGAOUNDERE, CM","2020-07-22","0.03",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-07-23","0.02",,"71",,"61"
"CM000064870","NGAOUNDERE, CM","2020-07-24","0.08",,"69",,
"CM000064870","NGAOUNDERE, CM","2020-07-25","0.02",,"72",,"64"
"CM000064870","NGAOUNDERE, CM","2020-07-26","0.31",,"73",,"65"
"CM000064870","NGAOUNDERE, CM","2020-07-27","0.02",,"72",,
"CM000064870","NGAOUNDERE, CM","2020-07-28","1.02",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-07-29","0.51",,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-07-30","1.30",,"70",,"63"
"CM000064870","NGAOUNDERE, CM","2020-07-31","0.00",,"74",,
"CM000064870","NGAOUNDERE, CM","2020-08-01",,,"74",,
"CM000064870","NGAOUNDERE, CM","2020-08-02",,,"68",,
"CM000064870","NGAOUNDERE, CM","2020-08-03",,,"68","82","63"
"CM000064870","NGAOUNDERE, CM","2020-08-04",,,"72",,"63"
"CM000064870","NGAOUNDERE, CM","2020-08-05",,,"71",,"60"
"CM000064870","NGAOUNDERE, CM","2020-08-06",,,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-08-07",,,"70",,"66"
"CM000064870","NGAOUNDERE, CM","2020-08-08",,,"69",,"63"
"CM000064870","NGAOUNDERE, CM","2020-08-09","0.04",,"73",,"66"
"CM000064870","NGAOUNDERE, CM","2020-08-10","0.00",,"74",,
"CM000064870","NGAOUNDERE, CM","2020-08-11",,,"72",,"66"
"CM000064870","NGAOUNDERE, CM","2020-08-12",,,"72",,
"CM000064870","NGAOUNDERE, CM","2020-08-13",,,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-08-14","0.12",,"72","82","66"
"CM000064870","NGAOUNDERE, CM","2020-08-15","0.00",,"76","86",
"CM000064870","NGAOUNDERE, CM","2020-08-16",,,"74",,"67"
"CM000064870","NGAOUNDERE, CM","2020-08-17","0.83",,"70","76","66"
"CM000064870","NGAOUNDERE, CM","2020-08-18","1.14",,"70","85","64"
"CM000064870","NGAOUNDERE, CM","2020-08-19","0.00",,"75","83","67"
"CM000064870","NGAOUNDERE, CM","2020-08-20",,,"72","81",
"CM000064870","NGAOUNDERE, CM","2020-08-21",,,"72","79","66"
"CM000064870","NGAOUNDERE, CM","2020-08-22",,,"73","82","63"
"CM000064870","NGAOUNDERE, CM","2020-08-23","0.94",,"69","80","65"
"CM000064870","NGAOUNDERE, CM","2020-08-24","0.16",,"68","78","64"
"CM000064870","NGAOUNDERE, CM","2020-08-25","0.16",,"71","79","63"
"CM000064870","NGAOUNDERE, CM","2020-08-26","0.04",,"72",,"64"
"CM000064870","NGAOUNDERE, CM","2020-08-27","0.00",,"71","78",
"CM000064870","NGAOUNDERE, CM","2020-08-28","0.12",,"69","76","64"
"CM000064870","NGAOUNDERE, CM","2020-08-29","0.43",,"71","82","64"
"CM000064870","NGAOUNDERE, CM","2020-08-30","0.00",,"69","81",
"CM000064870","NGAOUNDERE, CM","2020-08-31","0.16",,"69","77","64"
"CM000064870","NGAOUNDERE, CM","2020-09-01","0.20",,"71",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-02","0.83",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-09-03","0.12",,"72",,
"CM000064870","NGAOUNDERE, CM","2020-09-04","0.04",,"69",,"62"
"CM000064870","NGAOUNDERE, CM","2020-09-05","0.08",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-06","0.02",,"69",,"65"
"CM000064870","NGAOUNDERE, CM","2020-09-07","0.08",,"72",,"62"
"CM000064870","NGAOUNDERE, CM","2020-09-08","0.03",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-09","0.00",,"71",,
"CM000064870","NGAOUNDERE, CM","2020-09-10","0.24",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-09-11","0.00",,"72",,
"CM000064870","NGAOUNDERE, CM","2020-09-12","0.02",,"71",,"66"
"CM000064870","NGAOUNDERE, CM","2020-09-13","0.04",,"71",,"65"
"CM000064870","NGAOUNDERE, CM","2020-09-14","0.28",,"70",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-15","0.00",,"73",,
"CM000064870","NGAOUNDERE, CM","2020-09-16","0.08",,"70",,
"CM000064870","NGAOUNDERE, CM","2020-09-17","0.00",,"70",,"63"
"CM000064870","NGAOUNDERE, CM","2020-09-18",,,"73",,"63"
"CM000064870","NGAOUNDERE, CM","2020-09-19",,,"73",,
"CM000064870","NGAOUNDERE, CM","2020-09-20","0.04",,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-21","0.00",,"72",,"65"
"CM000064870","NGAOUNDERE, CM","2020-09-22",,,"74",,"62"
"CM000064870","NGAOUNDERE, CM","2020-09-23",,,"67",,
"CM000064870","NGAOUNDERE, CM","2020-09-24",,,"68",,"58"
"CM000064870","NGAOUNDERE, CM","2020-09-25",,,"69",,
"CM000064870","NGAOUNDERE, CM","2020-09-26",,,"74",,"62"
"CM000064870","NGAOUNDERE, CM","2020-09-27","1.46",,"68",,"64"
"CM000064870","NGAOUNDERE, CM","2020-09-28","0.20",,"70",,
"CM000064870","NGAOUNDERE, CM","2020-09-29","0.08",,"69",,"63"
"CM000064870","NGAOUNDERE, CM","2020-09-30","0.00",,"71",,"63"
"CM000064870","NGAOUNDERE, CM","2020-10-01","0.08",,"71",,"64"
"CM000064870","NGAOUNDERE, CM","2020-10-02","0.04",,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-10-03","1.10",,"72",,"63"
"CM000064870","NGAOUNDERE, CM","2020-10-04","0.08",,"69",,
"CM000064870","NGAOUNDERE, CM","2020-10-05","0.00",,"69",,"60"
"CM000064870","NGAOUNDERE, CM","2020-10-06","0.16",,"69",,"64"
"CM000064870","NGAOUNDERE, CM","2020-10-07","0.04",,"72",,"61"
